No Perolehan,ISBN,Title,Author,Publisher,Year,Pages,Price,Language,Type,Dewey,Initial,Quantity,,
00367,9780007230761,Spider McDrew And The Egyptians,Alan Durant,Collins Educational,2007,32,Dihadiahkan,English,F,FE,DUR,1,,
00368,9780007530137,Macbeth,"Jon Mayhew, Adrian Stone",Harper Collins Publishers Limited,2014,176,Dihadiahkan,English,F,FE,COL,1,,
00369,9780340979044,Handle With Care,Jodi Picoult,Hodder & Stoughton,2009,551,Dihadiahkan,English,F,FE,PIC,1,,
00370,9781408854341,Pilgrims,Elizabeth Gilbert,Bloomsbury Publishing ,2013,210,Dihadiahkan,English,F,FE ,ELI,1,,
00371,9789833435166,Oliver Twist,Charles Dickens,Scholar's Publication Sdn Bhd,2005,224,Dihadiahkan,English,F,FE ,DIC,1,,
00372,9789830688374,"Pecahkan Kebuntuan 52 Cara Untuk Meneruskan Kreativiti Anda Di Rumah, Pejabat Dan Studio",Noah Scalin,Institut Terjemahan & Buku Malaysia,2012,240,Dihadiahkan,Malay,NF,153.35,SCA,1,,
00373,9780899578743,The Bones Of Makaidos,Bryan Davis,"Living Ink Books, an imprint of AMG Publishers",2009,688,Dihadiahkan,English,F,FE,DAV,1,,
00374,9780747546481,Holes,Louis Sachar,Bloomsbury Pub Ltd,2000,240,Dihadiahkan,English,F,FE,SAC,1,,
00375,9789832672364,Ayat-ayat Cinta,Habiburrahman El Shirazy,AR Risalah Product Sdn.Bhd,2009,510,Dihadiahkan,Malay,F,FM,HAB,1,,
00376,9780545298445,Cahills vs. Vespers,David Baldacci,Scholastic,2013,270,Dihadiahkan,English,F,FE,BAL,1,,
00377,9789670346168,Three Russian Folktales,Zoey Xian Jun Ling,Penerbitan Suria Hidayah,2012,54,Dihadiahkan,English,NF,823,LIN,1,,
00378,9789675497520,The Poor And Wealthy Woman,Regina Ann,Penerbitan Satu M,2012,36,Dihadiahkan,English,F,FE ,ANN,1,,
00379,9789670346120,Four Sister,Auyong Chee Kin,Penerbitan Suria Hidayah,2012,46,Dihadiahkan,English,NF,823,AUY,1,,
00380,9789675719127,The White Crocodile's Tale,John Michael Broome Hughes,Areca Books,2014,292,Dihadiahkan,English,F,FE,HUG,1,,
00381,8172292783,The Selected Works Of Mahatma Gandhi Vol I : An Autobiography,M.K Gandhi,Navajivan Publishing House ,2006,604,Dihadiahkan,English,NF,950,GAN,1,,
00382,8172292783,The Selected Works Of Mahatma Gandhi Vol III : The Basic Works,M.K Gandhi,Navajivan Publishing House ,2006,604,Dihadiahkan,English,NF,950,GAN,1,,
00383,8172292783,The Selected Works Of Mahatma Gandhi Vol IV : Selected Letters,M.K Gandhi,Navajivan Publishing House ,2006,604,Dihadiahkan,English,NF,950,GAN,1,,
00384,8172292783,The Selected Works Of Mahatma Gandhi Vol V : The Voice Of Truth,M.K Gandhi,Navajivan Publishing House ,2006,604,Dihadiahkan,English,NF,950,GAN,1,,
00385,9780710517395,A Tale Of Two Cities,Charles Dickens,Priory Books,2008,205,Dihadiahkan,English,F,FE,DIC,1,,
00386,9789578300484,Still Thoughts Volumn Two,Shih Cheng Yen,Tzu Chi Cultural Publishing,2014,262,Dihadiahkan,English,NF,294.3,CHE,1,,
00387,9789833294138,Kasih Seorang Anak,Suziana Che Wil,Penerbitan Ilmu Setia,2006,100,Dihadiahkan,Malay,F,FM,SUZ,1,,
00388,9789670675138,Bulan Mei,Fatehah Irna,Warisan Kristal Enterprise,2015,48,Dihadiahkan,Malay,NF,959.9,FAT,1,,
00389,9789672147619,Animals With Super Senses,Advantage Quest Sdn. Bhd.,Advantage Quest Sdn. Bhd.,2022,29,Dihadiahkan,English,NF,590.3,ANI,1,,
00390,9789832746584,Bidan Dan Bomoh,Arif Akmal,Edu Tech Publisher,2006,34,Dihadiahkan,Malay,NF,618.2,ARI,1,,
00391,9781474998888,How It Works: Electricity,Victoria M. Williams,Usborne Publishing Ltd,2023,16,Dihadiahkan,English,NF,500,WIL,1,,
00392,9789670408057,Profesion Kejuruteraan,Knowledge Publication,Knowledge Publication House,2012,46,Dihadiahkan,Malay,NF,620,PRO,1,,
00393,9789830684017,Pengenalan Kepada Mekatronik dan Sistem Pengukuran,"David G Alciatore, Michael B. Histand",Institut Terjemahan Negara Malaysia,2011,478,Dihadiahkan,Malay,NF,621,ALC,2,,
00394,9789830688473,Bola Sepak,Charlotte Guillain,Institut Terjemahan Negara Malaysia,2012,24,Dihadiahkan,Malay,NF,796.33,GUI,1,,
00395,9780751541182,The Time Keeper,Mitch Albom,Sphere,2013,256,Dihadiahkan,English,F,FE,ALB,1,,
00396,9780857075611,Battle Champions: Canyon Clash,Jack Carson,Simon & Schuster,2013,128,Dihadiahkan,English,F,FE,CAR,1,,
00397,9780439405591,The Rescue,Kathryn Lasky,Scholastic,2004,197,Dihadiahkan,English,F,FE,LAS,1,,
00398,9781599662923,The Invisible Man,H.G. Wells,Compass Publishing,2009,111,Dihadiahkan,English,F,FE,WEL,1,,
00399,9789830682402,"R&D Generasi Keempat: Pengurusan Pengetahuan, Teknologi Dan Inovasi",William L. Miller dan Langdon Morris,Institut Terjemahan Negara Malaysia,2011,349,Dihadiahkan,Malay,NF,658.57,MIL,3,,
00400,9559831378464,Sakura Mengorak Kelopak,Arena Wati,Dewan Bahasa dan Pustaka,2003,455,Dihadiahkan,Malay,F,FM,WAT,1,,
00401,9789670346113,Bansheee,Victoria Gan Shu Mei,Penerbitan Suria Hidayah,2012,46,Dihadiahkan,English,NF,823,GAN,2,,
00402,9789672260264,The Adventures Of Hercules,Powell & Ruiz,Bright Publication Sdn. Bhd.,2020,69,PCG,English,NF,741.5,POV,1,,
00403,9789672260295,The Odyssey,Agrimbau & Smilton,Bright Publication Sdn. Bhd.,2020,78,PCG,English,NF,741.5,AGR,1,,
00404,9789672260240,Robert Louis Stevenson's: The Strange Case Of Dr. Jekyll And Mr. Hyde,Bowen & Ferran,Bright Publication Sdn. Bhd.,2020,69,PCG,English,NF,741.5,BOW,1,,
00405,9789672260288,Black Beauty,Owens & Tanner,Bright Publication Sdn. Bhd.,2020,69,PCG,English,NF,741.5,OWE,1,,
00406,9789672260257,The Hunchback Of Notre Dame,Owens & Rebis,Bright Publication Sdn. Bhd.,2020,69,PCG,English,NF,741.5,OWE,1,,
00407,9789672260271,Les Miserables,Saracino & Mezquita,Bright Publication Sdn. Bhd.,2020,78,PCG,English,NF,741.5,SAR,1,,
00408,9789672418740,Siri Profesion 12: Detektif Anas,Studio Profesion,Comic Holic Sdn.Bhd.,2022,127,12.00,Malay,NF,741.59,STU,1,,
00409,9789834384128,The Phantom Runner,J. Y. Gan,Neo Sentuhan,2010,214,Dihadiahkan,English,F,FE,GAN,13,,
00410,9789834384128,The Phantom Runner,J. Y. Gan,Neo Sentuhan,2010,214,Dihadiahkan,English,F,FE,GAN,13,,
00411,8172292783,The Selected Works Of Mahatma Gandhi Vol II : Satyagraha In South africa,M.K Gandhi,Navajivan Publishing House ,2006,604,Dihadiahkan,English,NF,950,GAN,1,,
00412,9839971735,White Death,Tim Vicary,Oxford University Press,1989,40,Dihadiahkan,English,F,FE,TIM,16,,
00413,9789838808446,Asal Upacara Kasada ,Kelsom Masri,Eddiplex Sdn. Bhd,2011,110,Dihadiahkan,Malay,NF,899.23,KEL,1,,
00414,9789838808460,Nasihat Pipit Uban,Kelsom Masri,Eddiplex Sdn. Bhd,2011,110,Dihadiahkan,Malay,NF,899.23,KEL,1,,
00415,9789675248511,Tiga Azimat,Kelsom Masri,Edujaya ,2011,110,Dihadiahkan,Malay,NF,899.23,KEL,2,,
00416,9789675248498,Kerajaan Akhirat,Kelsom Masri,Edujaya ,2011,110,Dihadiahkan,Malay,NF,899.23,KEL,1,,
00417,9789670632414,Siri Fantasi Sains: Ladang Getah Berhantu,Lai San Mei,Sasmurni Bakti Sdn. Bhd.,2014,127,10.00,Malay,NF,741.5,LAI,1,,
00418,9780141373027,Double Down,Jeff Kinney,Puffin Books,2016,217,Dihadiahkan,English,F,FE,KIN,1,,
00419,9780141341880,Cabin Fever,Jeff Kinney,Puffin Books,2011,217,Dihadiahkan,English,F,FE,KIN,1,,
00420,9780810970687,The Last Straw,Jeff Kinney,Amulet Books,2009,217,Dihadiahkan,English,F,FE,KIN,1,,
00421,9781599662985,A Tale Of Two Cities,Charles Dickens,Compass Publishing,2009,98,Dihadiahkan,English,F,FE ,DIC,1,,
00422,9780545558396,The Resisters,Eric Nylund,Random House,2011,210,Dihadiahkan,English,F,FE ,NYL,1,,
00423,9789830685106,Stumps,Shahnon Ahmad,Institut Terjemahan Negara Malaysia,2010,318,Dihadiahkan,English,F,FE,AHM,1,,
00424,9789675270079,Identity Theft,Scott Lobdell,One Nusantara,2009,90,Dihadiahkan,English,NF,741.5,LOB,1,,
00425,9780545298421,Shatterproof (The 39 Clues: Cahills vs. Vespers),Roland Smith,"Scholastic, Inc.",2012,190,Dihadiahkan,English,F,FE,SMI,1,,
00426,9789832567707,365 Hari Dalam Sejarah,Mahadzir Syed Ibrahim Syed,Pekan Ilmu Publications,2006,952,Dihadiahkan,Malay,NF,900,SYE,1,,
00427,9789679789522,Coffee Break Tales,Yeoh Gim Suan ,Pelanduk Publications,2008,177,Dihadiahkan,English,F,FE ,GIM,1,,
00428,9780194229364,The Adventures of Tom Sawyer,Mark Twain,Oxford University Press,2020,56,Dihadiahkan,English,F,FE,TWA,1,,
00429,9789675063626,Setelah Ayah Tiada,Amer Haji Matsom,Impiana Publication,2010,107,Dihadiahkan,Malay,NF,899.231,AME,1,,
00430,9789830683515,The Dam,Zakaria Ali,Institut Terjemahan Negara Malaysia,2009,110,Dihadiahkan,English,NF,899,ZAK,1,,
00431,9781841350080,The Magic Ice Cream,Enid Blyton,Award Publications Limited,2000,192,Dihadiahkan,English,F,FE,BLY,1,,
00432,9780679890669,Dingoes At Dinnertime,Mary Pope Osborne,Random House Books for Young Readers,2000,96,Dihadiahkan,English,F,FE,OSB,1,,
00433,9781447292098,Little Legends: The Spell Thief,Tom Percival,imusti,2016,167,Dihadiahkan,English,F,FE,PER,1,,
00434,9780861639298,The Flyaway Money ,Enid Blyton,Award Publications Ltd,1998,192,Dihadiahkan,English,F,FE,BLY,1,,
00435,9780861638505,The Wishing Jug and Other Stories,Enid Blyton,Award Publications Limited,2002,192,Dihadiahkan,English,F,FE,BLY,1,,
00436,9789672418634,Siri Profesion 11: Penakluk Galaksi,Studio Profesion,Comic Holic Sdn.Bhd.,2022,127,12.00,Malay,NF,741.59,STU,1,,
00437,9789670740362,Siri Profesion 06 : Jejak Inspektor,Studio Profesion,Comic Holic Sdn.Bhd.,2019,125,10.00,Malay,NF,741.59,STU,1,,
00438,9789622582934,Reader's Digest Bilingual Selections : Always By Your Side ,Peter Dockrill,Reader's Digest Association Far East Limited,2003,203,49.00,English,NF,428.2,REA,32,,
00439,9789830684017,Pengenalan Kepada Mekatronik dan Sistem Pengukuran,"David G Alciatore, Michael B. Histand",Institut Terjemahan Negara Malaysia,2011,478,Dihadiahkan,Malay,NF,621,ALC,2,,
00440,9780486454191,Frankenstein,Mary Shelley,Dover Publication,1831,166,Dihadiahkan,English,F,FE ,SHE,1,,
00441,9781338181975,The Art Show Attacks!,"Jack Chabert, Matt Loveridge",Branches/Scholastic Inc.,2018,90,Dihadiahkan,English,F,FE,CHA,1,,
00442,9780545873789,Sam Battles The Machine!,Jack Chabert,Branches/ Scholastic Inc.,2017,90,Dihadiahkan,English,F,FE,CHA,1,,
00443,9780007428298,The Football Shirt,Cathy MacPhail,Collins Educational,2012,79,Dihadiahkan,English,F,FE,MAC,1,,
00444,9781786173379,Wild About Science,"John Farndon, Steve Parker, Sally Morgan, Fran Bromage, Sarah Parkin","Miles Kelly Publishing, Limited",2017,160,Dihadiahkan,English,NF,500,FAR,1,,
00445,9780857079367,Dear Dork,Rachel Renee Russell,Simon & Schuster Childrens Books,2012,321,Dihadiahkan,English,F,FE,RUS,1,,
00446,9780099564041,Angels At The Table,Debbie Macomber,Arrow,2012,273,Dihadiahkan,English,F,FE,MAC,1,,
00447,9780439376105,"Captain Underpants And The Big, Bad Battle Of The Bionic Booger Boy, Part 1",Dav Pilkey,Scholastic Inc.,2003,173,Dihadiahkan,English,F,FE,PIL,1,,
00448,9781406360202,Alex Rider,Anthony Horowitz,Walker Books,2015,303,Dihadiahkan,English,F,FE,HOR,1,,
00449,9789670346113,Bansheee,Victoria Gan Shu Mei,Penerbitan Suria Hidayah,2012,46,Dihadiahkan,English,NF,823,GAN,2,,
00450,9789831720325,Fables Of Ancient: India,Penerbit Arowana,Penerbit Arowana,2001,290,Dihadiahkan,English,F,FE,ARO,1,,
00451,9786299662204,"Step In : True Stories Of Women Blasting Barriers, Prepping Pampers, And Slaying Stereotypes",Penang Women's Development Corporation,Penang Women's Development Corporation,2022,196,Dihadiahkan,English,NF,808.88,STE,2,,
00452,9786299662204,"Step In : True Stories Of Women Blasting Barriers, Prepping Pampers, And Slaying Stereotypes",Penang Women's Development Corporation,Penang Women's Development Corporation,2022,196,Dihadiahkan,English,NF,808.88,STE,2,,
00453,9781906230128,The War Of The Worlds,H.G. Wells,Real Reeds,2008,64,Dihadiahkan,English,F,FE,WEL,1,,
00454,9789839319262,Mahathir : Kepimpinan Dan Wawasan Dalam Sains & Teknologi,Abdul Aziz Abdul Rahman,Universiti Putra Malaysia,1997,133,Dihadiahkan,Malay,NF,338.95,AZI,1,,
00455,9789671466926,"Short Stories on DISCOVERIES, INVENTIONS, INNOVATION & CREATIVITY",AAET.UTAR,"AAET, UTAR",2017,208,Dihadiahkan,English,NF,823,SHO,1,,
00456,9780746046838,Pocket Science: The Blue Book,Susan Mayes,Usborne Publishing Ltd,2002,288,Dihadiahkan,English,NF,500,MAY,1,,
00457,9780340976920,Mercy,Jodi Picoult,Hodder Paperbacks,2008,449,Dihadiahkan,English,F,FE,PIC,1,,
00458,9781853407796,"Double Dare (Truth, Dare, Kiss or Promise)",Cathy Hopkins,Piccadilly Press Ltd,2005,176,Dihadiahkan,English,F,FE,HOP,1,,
00459,9789810848231,Catching Fire,Suzanne Collins,Scholastic Press,2010,391,Dihadiahkan,English,F,FE,COL,1,,
00460,9789671067147,Reunion At The Graveyard A True Story Of A Lady Who Was Determined To Search For The Truth Of Her Origins,Noraeni Mohamed; Ean Nee Tan,Care & Share Circle,2015,217,Dihadiahkan,English,NF,959.5,NOR,1,,
00461,9780448457291,Treasure Cheat: Queen Liliuokalani Royal Prisoner ,Ann Hood,Grosset & Dunlap,2013,154,Dihadiahkan,English,F,FE,HOO,1,,
00462,9780007278824,The Elephant Keeper,Christopher Nicholson,Fourth Estate,2009,277,Dihadiahkan,English,F,FE,NIC,1,,
00463,9780545622585,The Haunting Of Gabriel Ashe,Dan Poblocki,Scholastic Press,2013,277,Dihadiahkan,English,F,FE,POB,1,,
00464,9781881273653,The Five Love Languages Of Children,"Gary D. Chapman, Ross Campbell",Moody Press,1997,224,Dihadiahkan,English,NF,649,CHA,1,,
00465,9789831242124,Janji Kasih,Sri Diah,Alaf 21,2005,428,Dihadiahkan,Malay,F,FM,DIA,1,,
00466,9780330438858,Becoming Bindy Mackenzie,Jaclyn Moriarty,Young Picador,2006,480,Dihadiahkan,English,F,FE,MOR,1,,
00467,9789670525129,Shamsiah Fakeh,Shafie Abd. Rahman,Yamani Angle Sdn. Bhd.,2013,282,Dihadiahkan,Malay,NF,923.25,SHA,1,,
00468,9789830975863,Legasi Cinta Murabbi,Ustaz Muhadir Haji Joll,Galeri Ilmu Sdn Bhd,2016,265,Dihadiahkan,Malay,NF,297.18,MUH,1,,
00469,9781909612327,Enchanting Malaysia,David Bowden,John Beaufoy Publishing,2012,80,Dihadiahkan,English,NF,910,BOW,1,,
00470,9781906780500,Enchanting Borneo,David Bowden,John Beaufoy Publishing,2012,79,Dihadiahkan,English,NF,910,BOW,1,,
00471,9781906780937,Enchanting Bali Lombok,David Bowden,John Beaufoy Publishing,2012,79,Dihadiahkan,English,NF,910,BOW,1,,
00472,9781906780548,Enchanting Philippines,Nigel Hicks,John Beaufoy Publishing,2012,79,Dihadiahkan,English,NF,910,HIC,1,,
00473,9781906780524,Enchanting Laos,Mick Shippen,John Beaufoy Publishing,2012,79,Dihadiahkan,English,NF,910,SHI,1,,
00474,9781909612334,Enchanting Singapore,David Bowden,John Beaufoy Publishing,2014,80,Dihadiahkan,English,NF,910,BOW,1,,
00475,9780646310664,Follow Your Heart,Andrew Matthews,Seashell Publishers,1997,141,Dihadiahkan,English,NF,158.1,MAT,1,,
00476,9781741757538,Not Becoming My Mother And Other Things She Taught Me Along The Way,Ruth Reichl,Allen & Unwin,2009,112,Dihadiahkan,English,F,FE,REI,1,,
00477,9789831247570,Cantik Seindah Bulan,Nurmi Syakimi,Alaf 21,2012,528,Dihadiahkan,Malay,F,FM,SYA,1,,
00478,9789830682327,Alam Matematik,William Dunham,Institut Terjemahan Negara Malaysia,2007,401,Dihadiahkan,Malay,NF,510.9,DUN,1,,
00479,9780753437339,How The World Works,Clive Gifford,"Kingfisher Publications, plc",2013,160,Dihadiahkan,English,NF,500,GIF,1,,
00480,9781906780784,Enchanting Myanmar,Mick Shippen,John Beaufoy Publishing,2012,79,Dihadiahkan,English,NF,910,MIC,1,,
00481,9789833281879,Penghuni Gunung Panti,Kohwai & Young,Kohwai & Young,2005,16,Dihadiahkan,Malay,NF,FM,KAY,1,,
00482,9789834310530,Hijau Yang Menggamit,Zulkifli Puteh,ZP,2008,119,Dihadiahkan,Malay,FE,FM,ZUL,1,,
00483,9676526797,Permainan Tradisi Orang Melayu,"Haji Aziz Deraman, Wan Ramli Wan Mohamad",Siri Pengetahuan Popular,1994,94,7.95,Malay,NF,390,AZI,1,,
00484,9676531480,Perayaan Orang India,"M. Rajantheran, S. Manimaran",Siri Pengetahuan Popular,1995,111,8.95,Malay,NF,390,PEN,1,,
00485,9676527556,Muzik Dan Nyanyian Tradisi Melayu,"Haji Aziz Deraman, Wan Ramli Wan Mohamad",Siri Pengetahuan Popular,1994,79,8.95,Malay,NF,390,AZI,1,,
00486,9780194230377,Lord Jim,Joseph Conrad,Oxford Bookworms Library,2000,104,12.31,English,F,FE,JOS,1,,
00487,9780194230506,Treasure Island,Robert Louis Stevenson,Oxford Bookworms Library,2000,88,12.31,English,F,FE,ROB,1,,
00488,9780195854312,"The Merchant Of Venice And Other Stories From Shakespeare""s Plays",David Foulds,Oxford University Press,1993,89,9.50,English,F,FE,DAV,1,,
00489,9780195853360,Robinson Crusoe,Daniel Defoe,Oxford University Press,1992,89,9.50,English,F,FE,DAN,1,,
00490,9780545623926,Eerie Elementary: The School Alive !,Jack Chabert,Branches/Scholastic Inc.,2018,90,Dihadiahkan,English,F,FE,CHA,1,,
00491,9789673179206,"Pengembaraan Beaky, Si Penguin",Kohwai & Young,Kohwai & Young,2013,16,Dihadiahkan,Malay,NF,FM,KAY,2,,
00492,9789673179206,"Pengembaraan Beaky, Si Penguin",Kohwai & Young,Kohwai & Young,2013,16,Dihadiahkan,Malay,NF,FM,KAY,2,,
00493,9789673179176,Belalai Anak Gajah,Kohwai & Young,Kohwai & Young,2013,16,Dihadiahkan,Malay,NF,FM,BEL,3,,
00494,9789673179176,Belalai Anak Gajah,Kohwai & Young,Kohwai & Young,2013,16,Dihadiahkan,Malay,NF,FM,BEL,3,,
00495,9789673179176,Belalai Anak Gajah,Kohwai & Young,Kohwai & Young,2013,16,Dihadiahkan,Malay,NF,FM,BEL,3,,
00496,9789673179183,Anak Badak Air,Kohwai & Young,Kohwai & Young,2013,16,Dihadiahkan,Malay,NF,FM,ANA,1,,
00497,9839738364,Climate Change,The PETRONAS Young Environmentalist Guide,PETRONAS,2005,28,Dihadiahkan,English,NF,363.70,PET,1,,
00498,9789839738698,Endangered Species,The PETRONAS Young Environmentalist Guide,PETRONAS,2008,28,Dihadiahkan,English,NF,363.70,PET,1,,
00499,9789839738636,Rivers of Life,The PETRONAS Young Environmentalist Guide,PETRONAS,2008,28,Dihadiahkan,English,NF,363.70,PET,1,,
00500,9789673697403,Bane Of Widuri,Nadiah Zakaria,Open Bridge Publication,2023,127,15.00,English,F,FE,NAD,1,,
00501,9780547612157,Cameron And The Girl,Edward Averett,Houghton Mifflin Harcourt,2013,220,Dihadiahkan,English,F,FE,AVE,1,,
00502,9781846471094,Jake Our Hero,Annette Butterworth,Catnip Publishing Limited,2010,75,Dihadiahkan,English,F,FE,ANN,1,,
00503,9789833221233,Ripples And Other Stories,Kow Shih-Li,Silverfish Books,2008,186,Dihadiahkan,English,F,FE,SHI,1,,
00504,9780192753472,Chandra,Frances Hendry,Oxford University Press,2004,120,Dihadiahkan,English,F,FE,HEN,1,,
00505,9780192719614,Smile!,Geraldine McCaughrean,Oxford University Press,2004,123,Dihadiahkan,English,F,FE,MCC,1,,
00506,9780192752666,Stop The Train,"Geraldine McCaughrean, Philippe Morgaut",Oxford University Press,2002,238,Dihadiahkan,English,F,FE,MCC,1,,
00507,9789831247587,Biar Kusentuh Hatimu,Emy Raziela,Alaf 21,2012,552,22.00,Malay,F,FM,EMY,2,,
00508,9780194229913,The Year Of Sharing,Harry Gilbert,Oxford University Press,2000,56,Dihadiahkan,English,F,FE,HAR,1,,
00509,9781416536062,You Call The Shots,Cameron Johnson,Free Press,2007,260,19.90,English,NF,650,JOH,1,,
00510,9789833294121,"Mama, Maafkan Aku",Suziana Che Wil,Ilmu Setia,2006,100,Dihadiahkan,Malay,F,FM,SUZ,1,,
00511,9789836279729,Merentas Sungai Sejarah,Mohd. Nazmi Yaakub,Dewan Bahasa dan Pustaka,2003,371,Dihadiahkan,Malay,F,FM,MOH,1,,
00512,9789831242186,Bagaikan Puteri,Ramlee Awang Murshid,Alaf 21,2006,578,19.90,Malay,F,FM,RAM,1,,
00513,9780071131834,Introduction To Mass Communication,Stanley J. Baran,McGraw-Hill Education,2002,518,Dihadiahkan,English,NF,650,BAR,1,,
00514,9786294930247,Sembuh Dari Peritnya Bekerja Dengan Individu Toksik: Panduan Berhadapan Dengan Sang Narsisis Di Tempat Kerja,Luqman Mahmud,PTS Publishing House Sdn. Bhd,2024,117,25.00,Malay,NF,158.2,MAH,1,,
00515,9789831244210,Tarikh Luput Cinta,Lynn Dayana,Alaf 21,2009,496,19.90,Malay,F,FM,DAY,1,,
00516,9789831247938,Bait-Bait Kasih,Syasya Zainal,Alaf 21 @ Grup Buku Karangkraf,2012,487,19.90,Malay,F,FM,ZAI,2,,
00517,9789674304089,Selendang Sukma,Isa Kamari,ITBM,2014,374,Dihadiahkan,Malay,F,FM,KAM,1,,
00518,9789622583207,Reader's Digest Inspirational Moments,Jim Plouffe,Reader's Digest As.,2004,159,49.00,English,NF,428.2,REA,2,,
00519,9780545873680,Eerie Elementary: The Science Fair Is Freaky!,Jack Chabert,Branches/Scholastic Inc.,2016,90,Dihadiahkan,English,F,FE,CHA,1,,
00520,9789830682402,"R&D Generasi Keempat: Pengurusan Pengetahuan, Teknologi Dan Inovasi",William L. Miller dan Langdon Morris,Institut Terjemahan Negara Malaysia,2011,349,Dihadiahkan,Malay,NF,658.57,MIL,3,,
00521,9839738380,"Reduce, Reuse and Recycle",The PETRONAS Young Environmentalist Guide,PETRONAS,2007,28,Dihadiahkan,English,NF,363.70,PET,1,,
00522,9789670675176,Bulan September Dan Oktober,Fatehah Irna,Warisan Kristal Enterprise,2015,56,Dihadiahkan,Malay,NF,959.9,FAT,1,,
00523,9789670675152,Bulan Jun Dan Julai,Fatehah Irna,Warisan Kristal Enterprise,2015,56,Dihadiahkan,Malay,NF,959.9,FAT,1,,
00524,9789670675169,Bulan Ogos,Fatehah Irna,Warisan Kristal Enterprise,2015,56,Dihadiahkan,Malay,NF,959.9,FAT,1,,
00525,9789670675183,Bulan November Dan Disember,Fatehah Irna,Warisan Kristal Enterprise,2015,56,Dihadiahkan,Malay,NF,959.9,FAT,1,,
00526,9789672147589,Young Zoologist Series: Animals Who Are Amazing Predators,Advantage Quest Sdn. Bhd. And Caramel Publishing,Advantage Quest Sdn. Bhd. And Caramel Publishing,2020,29,Dihadiahkan,English,NF,590.30,ANI,1,,
00527,9789672147602,Young Zoologist Series: Animals With Agility & Speed,Advantage Quest Sdn. Bhd. And Caramel Publishing,Advantage Quest Sdn. Bhd. And Caramel Publishing,2020,29,Dihadiahkan,English,NF,590.30,ANI,1,,
00528,9789672147596,Young Zoologist Series: Animals With Amazing Talents,Advantage Quest Sdn. Bhd. And Caramel Publishing,Advantage Quest Sdn. Bhd. And Caramel Publishing,2020,29,Dihadiahkan,English,NF,590.30,ANI,1,,
00529,9781474950732,How Your Body Works,Rosie Dickins,"Usborne Publishing, Limited",2020,16,Dihadiahkan,English,NF,500,ROS,1,,
00530,9781409531050,Look Inside Sports,Rob Lloyd Jones,"Usborne Publishing, Limited",2012,14,Dihadiahkan,English,NF,500,ROB,1,,
00531,9781876689261,Facts At Your Fingertips,Reader's Digest,Reader's Digest,2002,640,Dihadiahkan,English,NF,032.02,FAC,1,,
00532,9789622582866,Make the Most of Your Brain,Reader's Digest Association,Reader's Digest Association,2002,480,Dihadiahkan,English,NF,153.42,MAK,1,,
00533,9781854344311,Machines (Connections),Caroline Grimshaw,Two-Can,1997,31,Dihadiahkan,English,NF,621,GRI,1,,
00534,9789830688398,Perubahan Alam Sekitar Bumi,Compton's by Britannica,Institut Terjemahan & Buku Malaysia,2012,122,Dihadiahkan,Malay,NF,333.72,COM,1,,
00535,9789830686479,Peranan Gen,Eve Hartman dan Wendy Meshbesher,Institut Terjemahan Negara Malaysia,2011,47,Dihadiahkan,Malay,NF,576.5,EVE,3,,
00536,9789670360270,Meneroka Sains: Manusia,Yap Hon Min,Azila Media,2013,50,Dihadiahkan,Malay,NF,500,YAP,1,,
00537,9789831241646,Variasi Seni Quilt,Zamirah Arshad & Harvinder Kaur,Alaf 21,2004,191,Dihadiahkan,Malay,NF,746.46,ZAM,2,,
00538,9780545237512,The Body Book For Boys,Jonathan Mar,Scholastic Inc.,2010,128,Dihadiahkan,English,NF,612,JON,1,,
00539,9789670612140,Burung Pucung Dengan Ketam,Hanafi Zakaria,ITS Educational Supplies Sdn Bhd,2014,16,Dihadiahkan,Malay,F,FM,HAN,1,,
00540,9789673033119,"Elena, The Ghost Diamond",Richard Weiss,Marshall Cavendish (Malaysia),2009,62,Dihadiahkan,English,F,FE,RIC,1,,
00541,9789670354286,Granny Green's Adventure,Patrick Leong,Penerbitan Inspirasi Cemerlang,2013,61,Dihadiahkan,English,F,FE,PAT,1,,
00542,9789836287892,Malaysia: Sejarah Kenegaraan Dan Politik,Abdul Rahman Haji Ismail,Dewan Bahasa Dan Pustaka,2007,396,Dihadiahkan,Malay,NF,959.5,ABD,1,,
00543,9780435272456,The Woman Who Disappeared,Philip Prowse,Heinemann,1992,63,Dihadiahkan,English,F,FE,PHI,1,,
00544,9789673950119,Menyusun Jalan Berliku,W. S. Uzala,Sama Publications,2011,182,Dihadiahkan,Malay,F,FM,UZA,1,,
00545,9781447226239,"Space, The Whole Whizz-Bang Story",Glenn Murphy,Pan Macmillan,2013,280,Dihadiahkan,English,NF,520,MUR,1,,
00546,9781803702513,Lift-The-Flap Questions and Answers about Money,Lara Bryan,Usborne Publishing Limited,2022,14,Dihadiahkan,English,NF,500,LAR,1,,
00547,9781474943628,See Inside Genes and DNA,Alice James,"Usborne Publishing, Limited",2023,16,Dihadiahkan,English,NF,500,ALI,1,,
00548,9781474986151,See Inside the Microscopic World,Rosie Dickins,"Usborne Publishing, Limited",2022,16,Dihadiahkan,English,NF,500,ROS,1,,
00549,9789670675107,Bulan Januari & Februari,Fatehah Irna,Warisan Kristal Enterprise,2015,56,Dihadiahkan,Malay,NF,959.9,FAT,1,,
